IRONSTL inputs by tech (energy and feedstocks)
scenario,region,sector,input,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,4.40948E-5,2.419935E-4,8.370286000000001E-4,0.00211097452,0.0045350484,0.008479266999999999,0.013985758000000001,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,iron and steel,elect_td_ind,0.0,0.0,0.001164307,0.0020408989999999997,0.0029583625000000006,0.008787771500000001,0.028642152300000008,0.07635995333,0.1780997902,0.36007314599999996,0.63584527,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.00379723,0.0224292,0.08036543,0.215581764,0.5024192599999999,1.0161327,1.7932858,0.0,0.0,0.0,Mt,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,H2 enduse,0.0,0.0,0.0,0.0,7.61790638E-5,1.673755369E-4,2.435371613E-4,3.0414527267E-4,3.378605755E-4,3.9496851900000003E-4,4.35775605E-4,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,delivered biomass,0.0,0.0,0.0,0.0,1.27743E-7,1.319889E-6,3.4776831000000003E-6,5.953648E-6,7.766504E-6,9.010180999999999E-6,9.571089E-6,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,delivered coal,0.0,0.0,0.0,0.0,1.41857E-7,1.5187530000000002E-6,4.0704173000000005E-6,7.214550099999999E-6,1.0147048000000001E-5,1.3184789E-5,1.5868745E-5,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,elect_td_ind,0.003599981,0.003935157,0.0053647389999999994,0.002606132,0.0030509292666999993,0.00376628687176,0.004433698710290001,0.005006582494596,0.0054907849674,0.0058780919575000005,0.006144378958099999,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,refined liquids industrial,0.00276271936,0.00535782922,0.0,0.0,1.03864E-10,1.751775E-9,4.963209E-9,8.798056E-9,1.2058451E-8,1.5023852000000002E-8,1.7323315999999997E-8,0.0,0.0,0.0,EJ,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,scrap,0.0,0.0,0.0,0.0,0.509023,1.377864,2.236872,2.8486327,3.1473009999999997,3.399458,3.5678400000000003,0.0,0.0,0.0,Mt,
