CO2 emissions by subsector
scenario,region,sector,subsector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,comm heating,refined liquids,0.0113099,0.0242226,0.0267606,0.0296551,0.0374991,0.0424102,0.0499231,0.0610123,0.0792264,0.102795,0.136218,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,comm others,biomass,0.585032,1.66451,2.09794,2.2698,1.73795,2.00153,2.46826,2.6662,2.58725,2.46366,2.3694,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,comm others,coal,0.0,0.0096178,0.00965057,0.00917552,0.00602822,0.00679509,0.00793892,0.00840296,0.00862517,0.00880132,0.0090325,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,comm others,gas,0.0,2.84E-4,5.69421E-4,5.7368E-4,4.01957E-4,4.9493E-4,6.80032E-4,7.80248E-4,9.48255E-4,0.00121045,0.00155193,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,comm others,refined liquids,0.221901,0.475216,0.524967,0.581763,0.617941,0.534373,0.458244,0.3983,0.388667,0.369463,0.381319,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,construction energy use,biomass,0.0,0.0,0.0,0.0,5.61872E-4,0.0019786689999999997,0.004306991,0.006605469,0.007836099,0.008603046,0.008932707,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,construction energy use,coal,0.0,0.0,0.0,0.0,0.00285613,0.01003282,0.02152802,0.032768191,0.03934831,0.044479710000000006,0.04799852,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,construction energy use,gas,0.0,0.0,0.0,0.0,6.26961E-4,0.002048965,0.004120195,0.0056962,0.0063453269999999996,0.006809313,0.007131803,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,construction energy use,refined liquids,0.0,0.0237934,0.0795843,0.0377403,0.04022062,0.03573453,0.026655289999999998,0.017946999999999998,0.013839649999999998,0.01058147,0.008489155,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_biomass (IGCC),biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0684174,0.20187116000000002,0.52585583,1.1651574599999999,2.12003016,3.3747077199999995,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_biomass (conv),biomass (conv),0.11456973000000001,0.19929523000000002,0.23299240999999998,0.261044,0.34916370999999996,0.6572211299999998,1.2613329899999997,2.5575412400000004,4.724637419999999,7.42306699,10.41875241,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_coal (IGCC),coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.06854139,0.1719266,0.38132133,0.75373666,1.2855447699999998,1.9769558900000002,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_coal (conv pul),coal (conv pul),0.06313691,0.4338809,0.7183330000000001,0.4860755,0.63470972,0.83756085,1.1139374,1.64744128,2.5609389300000003,3.8082386699999997,5.38419857,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_gas (CC),gas (CC),0.0,0.0,0.0015301960000000002,0.00292715,0.0182452274,0.0588004135,0.1410788366,0.3291627864000001,0.7211470662000002,1.3662111607,2.2808462098,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_gas (steam/CT),gas (steam/CT),0.0,0.0,0.011297253000000002,0.03851528,0.08019893,0.14651452,0.221725154,0.31317644299999997,0.41696163499999994,0.5137653459999999,0.594863778,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_refined liquids (CC),refined liquids (CC),0.0,0.0,0.0,0.0,0.39521239999999996,1.04243729,1.64176878,2.6460337399999996,4.255549599999999,5.33580722,6.5890464699999995,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,elec_refined liquids (steam/CT),refined liquids (steam/CT),0.6148155000000001,1.7691526,1.7143146,2.3524380999999996,2.9058162999999997,3.4281889999999997,3.4128516999999996,3.1361246000000005,2.8677742999999998,2.29674081,2.0531789600000003,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,gas processing,biomass gasification,0.0,0.0,6.69228E-4,0.00419227,0.00756074,0.0218404,0.0631822,0.187991,0.34896,0.518106,0.712775,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,gas processing,coal gasification,0.0,0.0,0.0,0.0,1.18824E-4,7.46241E-4,0.00342371,0.0147714,0.040093,0.0852658,0.164029,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,mining energy use,biomass,0.0,0.0,0.0,0.0,4.49028E-4,0.0015228709999999999,0.003388551,0.005422949,0.006834102999999999,0.007971442,0.008813961,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,mining energy use,coal,0.0,0.0,0.0,0.0,0.00228251,0.007721899999999999,0.016934190000000002,0.026894119,0.03434545,0.04129112,0.04746459,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,mining energy use,gas,0.0,0.0,0.0,0.0,5.01044E-4,0.001578386,0.003239212,0.0046584749,0.005509887,0.0063020260000000005,0.007044956999999999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,mining energy use,refined liquids,0.0,0.0,0.0247877,0.0245561,0.02756985,0.02541864,0.02001164,0.01447934,0.01179142,0.00965733,0.008312172999999999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,other industrial energy use,biomass,10.6763,15.2378,16.4282,19.0279418,21.354972469,27.214273282,36.84986811099999,47.923795272,60.07966124199999,73.53284267400001,86.6974376334,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,other industrial energy use,coal,0.233478,0.208613,0.283117,1.06159,1.211503,1.6154989999999998,2.347495,3.341707,4.6506016,6.2952381,8.27671775,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,other industrial energy use,gas,0.0,0.190489,0.344811,0.172926,0.1987694,0.2626032,0.37012199999999995,0.48927529999999997,0.6380181,0.8343984400000001,1.07824541,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,other industrial energy use,refined liquids,0.699026,1.21017,2.13895,2.01951,2.464036,3.354785,4.43794,5.427007,6.594759,7.9733046,9.7455884,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,other industrial feedstocks,gas,0.0,0.275358,0.0840909,0.27833,0.286239,0.460734,0.838843,1.41012,2.22651,3.35354,4.75168,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,process heat cement,biomass,0.0653723,0.0214662,0.0323493,0.0323493,0.03671975,0.053401300000000006,0.09011931000000001,0.15285009,0.23273201,0.329476495,0.437265924,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,process heat cement,coal,0.0661828,0.14778,0.222704,0.222704,0.24907800000000002,0.3488603,0.5579121,0.9083703000000001,1.3931839,2.04555328,2.85637559,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,process heat cement,gas,0.0,0.0768671,0.115839,0.115839,0.1295795,0.1740676,0.2545451,0.3523647,0.47394217000000005,0.64357735,0.8523805560000001,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,process heat cement,refined liquids,0.0606222,0.135367,0.203998,0.203998,0.24284109999999998,0.3464382,0.4568905,0.5663916,0.7149058,0.86365622,1.10222435,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,refining,biomass liquids,0.0,0.0,5.67125E-4,7.55863E-4,0.030215739978,0.310248883019,1.002889206673,2.5423683925869995,5.3124931489769995,9.354567138091,14.429432703033,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,refining,coal to liquids,0.0,0.0,0.0,0.0,0.0,0.0191096,0.1052401,0.3796828,1.0922977,2.5440559,5.005910200000001,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,refining,gas to liquids,0.0,0.0,0.0,0.0,0.0,0.00349893,0.0170573,0.05085639,0.12815852,0.27602888999999997,0.51071168,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,refining,oil refining,0.243187,0.183646,0.288521,0.157093,0.37493699999999996,0.6287640000000001,0.897081,1.2089530000000002,1.657524,2.1041404999999997,2.5912208,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,regional biomass,regional biomass,-14.9672,-22.6085,-24.804,-28.474,-30.0906,-38.3574,-52.7036,-70.0246,-90.3945,-114.605,-140.841,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,regional biomassOil,regional biomassOil,0.0,0.0,0.0,0.0,-8.18376E-6,-2.65956E-5,-7.25924E-5,-1.5462E-4,-2.83122E-4,-4.56872E-4,-7.06636E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,regional corn for ethanol,regional corn for ethanol,0.0,0.0,-0.00246161,-0.00328083,-0.0387224,-0.0749823,-0.146609,-0.26686,-0.459284,-0.732843,-1.07871,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,resid others,biomass,3.52595,4.98523,5.40781,6.15559,5.93273,7.34227,9.68062,11.1921,11.4255,11.1168,10.5618,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,resid others,coal,0.00542724,5.46E-4,0.00164346,5.5146E-4,4.56044E-4,5.52412E-4,6.90038E-4,7.81719E-4,8.44122E-4,8.80135E-4,8.92293E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,resid others,refined liquids,0.393364,0.794294,0.887351,0.961194,1.28513,1.19425,1.09494,1.01862,1.04567,1.01567,1.03555,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_aviation_intl,International Aviation,0.367277,0.684661,0.852476,0.978143,1.15593,1.40221,1.75683,2.21413,2.8467,3.63344,4.65392,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_freight,Domestic Ship,0.0918873,0.00738325,0.0138473,0.0110053,0.015169,0.0152128,0.0152985,0.0163368,0.0190756,0.0224549,0.0275531,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_freight,Freight Rail,0.01894429,0.0209914,0.0318399,0.0446602,0.0508506,0.0589046,0.0694065,0.0814184,0.0975412,0.118827,0.145982,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_freight_road,Heavy truck,0.236408,0.352932,0.535304,0.750853,0.84465,0.959622,1.090316,1.2227700000000001,1.4293239999999998,1.6842389999999998,2.0154490000000003,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_freight_road,Light truck,0.104274,0.155669,0.236108,0.33118,0.361763,0.405034,0.45834130000000006,0.5064374,0.5838098,0.6770394,0.7957282,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_freight_road,Medium truck,1.01213,1.51101,2.29179,3.21462,3.5917900000000005,4.057804,4.596427,5.128604,5.968582,7.009961,8.360635,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass,Domestic Aviation,0.295099,0.550112,0.684948,0.785919,1.04979,1.34756,1.79882,2.44704,3.40795,4.70828,6.61267,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass,Passenger Rail,0.00156212,0.0023324,0.00353779,0.00496271,0.00615353,0.00720185,0.0084699,0.00997328,0.0119601,0.0139508,0.0160746,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass_road,Bus,0.312326,0.466257,0.707185,0.991945,1.321013,1.4825469999999998,1.3571719999999998,1.445303,1.645756,1.890528,2.1455159999999998,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass_road_LDV,2W and 3W,0.0389705,0.0581755,0.0882383,0.123767,0.107744,0.0883158,0.0915212,0.0832464,0.0792334,0.0701104,0.0689871,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass_road_LDV_4W,Car,0.532896,0.795536,1.20661,1.69247,1.3439206599999998,1.32721409,1.4310569100000001,1.523504993,1.627086125,1.8806691000000002,2.0907018,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass_road_LDV_4W,Large Car and Truck,0.254897,0.380524,0.577153,0.809552,0.65326165,0.7011620789999999,0.9255729559999999,1.191342908,1.591407857,2.2012178,3.0758743000000006,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_pass_road_LDV_4W,Mini Car,0.202757,0.302687,0.459093,0.643955,0.512495454,0.5811801719999999,0.808238423,1.039036402,1.341407737,1.78201601,2.3403203,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Eastern,trn_shipping_intl,International Ship,0.779018,0.823904,1.70951,1.81996,2.04939,2.14095,2.25269,2.41488,2.66543,2.92719,3.25472,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,H2 central production,biomass,0.0,0.0,0.0,0.0,3.55256E-4,0.00163058,0.00392006,0.00766135,0.0118857,0.015691,0.0201055,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,H2 central production,coal,0.0,0.0,0.0,0.0,0.00165717,0.0077111,0.0183823,0.0366264,0.061136,0.08746,0.121164,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,H2 central production,gas,0.0,0.0,0.0,0.0,0.00130626,0.00578369,0.014022,0.0275526,0.0437201,0.0612588,0.0796566,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,H2 forecourt production,gas,0.0,0.0,0.0,0.0,0.00148782,0.00681692,0.0166869,0.0335175,0.0548223,0.0784058,0.106228,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,N fertilizer,gas,0.859508,1.66702,2.12257,2.14107,2.2105987,2.2807268,2.2869361,2.1623568,2.0180564,1.9806404999999998,1.99182097,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,agricultural energy use,biomass,0.0,0.0029233,0.0033419,0.003772,0.011806470000000001,0.03678842,0.07537347600000001,0.11349431,0.13846540999999998,0.16076738,0.1784196,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,agricultural energy use,gas,0.0,0.0,0.0202094,0.0356647,0.037963079999999996,0.03973161,0.040280579999999996,0.03966496,0.0390029,0.03759712,0.03580105,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,agricultural energy use,refined liquids,0.36857,2.15733,2.7382,1.76097,1.86758,1.928718,1.940995,1.9428959,1.9834749999999999,2.0058059999999998,2.029854,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,alumina,biomass,0.0,0.00108359,0.00578238,0.00461644,0.005311856,0.005657380000000001,0.005916114,0.006094705000000001,0.006202526,0.006242121,0.006198159700000001,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,alumina,coal,0.052999,0.0490113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,alumina,gas,0.0,0.0,4.98237E-4,4.0209E-4,4.626491E-4,4.927391E-4,5.1527E-4,5.308243E-4,5.402566999999999E-4,5.437672E-4,5.4000735E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,alumina,refined liquids,0.0353537,0.0195445,0.0134955,0.0145142,0.016700279999999998,0.01778302,0.018592610000000002,0.01915749,0.01951316,0.019657481,0.019542519,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,backup_electricity,gas,0.0,0.0,0.0,0.0,0.0143439,0.0763808,0.233422,0.449423,0.69796,0.937866,1.18235,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,cement,cement,4.167,9.053,12.308,12.308,12.560387,13.397014,14.123643,14.656490999999999,15.076198999999999,15.5352903,15.9339167,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,chemical energy use,biomass,0.0,0.0,0.00673905,0.00866406,0.009423568,0.010686206000000002,0.012413091000000001,0.014974325,0.017520252,0.018952177,0.0196922589,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,chemical energy use,refined liquids,0.0106663,0.0213326,0.00164053,0.0508677,0.055182209999999995,0.06207947,0.07168638999999999,0.08772621,0.10727257000000001,0.121547701,0.133788444,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,chemical feedstocks,gas,0.982223,2.46266,2.96925,2.73646,2.93159,3.18935,3.39714,3.48269,3.4945,3.51682,3.49468,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,comm heating,coal,0.0,8.18983E-6,8.19003E-6,5.46001E-6,5.43351E-6,6.34116E-6,6.88017E-6,7.4499E-6,8.05214E-6,8.54299E-6,8.86276E-6,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,comm heating,refined liquids,0.0502078,0.125353,0.272402,0.157157,0.167424,0.226476,0.306439,0.404135,0.51825,0.648535,0.796104,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,comm others,biomass,0.973476,1.63082,1.40481,1.50325,1.51875,1.54133,1.55577,1.53838,1.43642,1.29575,1.17853,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,comm others,coal,0.0,4.914E-5,4.641E-5,4.368E-5,4.00207E-5,3.93973E-5,3.75352E-5,3.6625E-5,3.5991E-5,3.43106E-5,3.28518E-5,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,comm others,gas,0.0130768,0.0273449,0.393504,0.589066,0.590341,0.730756,0.897623,1.066,1.22416,1.37417,1.50246,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,comm others,refined liquids,0.0947109,0.236464,0.513846,0.296452,0.285016,0.283503,0.294269,0.311002,0.326073,0.331653,0.341703,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,construction energy use,biomass,0.0,0.0,9.63698E-4,9.63701E-4,0.001002716,0.001037257,0.0010474759999999999,0.0010238803000000001,9.814736999999999E-4,9.097519E-4,8.296993E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,construction energy use,gas,0.411929,0.795918,0.54983,0.596196,0.6192449999999999,0.637105,0.6436136,0.6333595000000001,0.6157648,0.5873916,0.5516396,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,construction energy use,refined liquids,0.044304,0.0877885,0.479966,0.368384,0.38040949999999996,0.38637659999999996,0.3875131,0.3877101,0.3910382,0.3914459,0.3908155,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,csp_backup,gas,0.0,0.0,0.0,0.0,4.15492E-6,9.105E-6,1.7381E-5,2.42784E-5,2.92238E-5,0.0,0.0,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_biomass (IGCC),biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.029578323,0.078028546,0.1444834,0.224672257,0.311689398,0.395822537,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_biomass (conv),biomass (conv),0.0,0.0,0.0,1.925494E-4,0.09330216210799999,0.22475601690399996,0.4204452638558,0.6486598124066,0.8559427715147999,1.0096819475999999,1.1158257465608996,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_coal (IGCC),coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.25723866,0.5441879,0.8423804399999999,1.14408891,1.44432165,1.7173370300000002,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_coal (conv pul),coal (conv pul),0.8103932,3.5654610000000004,3.1669650000000003,5.0591,5.780208099999999,6.4025554,6.9345018,7.3175979999999985,7.553323000000002,7.674127800000001,7.703291899999999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_gas (CC),gas (CC),2.3763521,5.623894,7.544302,9.624158999999999,11.440802999999997,15.042186000000001,19.821450999999996,25.603775999999996,32.080122,39.182684,45.755926,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_gas (steam/CT),gas (steam/CT),2.863985,12.238795999999999,14.556037,18.625404000000003,19.203238000000002,21.330003000000005,22.850184999999996,23.3868296,22.9438942,22.071730000000002,20.9166062,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_refined liquids (CC),refined liquids (CC),0.0,0.0,0.0,0.0,1.1003864,2.1941013000000003,3.69455364,5.44404212,7.200838910000001,8.735726090000002,10.15644924,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,elec_refined liquids (steam/CT),refined liquids (steam/CT),7.271412,8.360102999999999,9.282168,12.563508,8.051143999999999,7.7527425999999995,7.5207225,7.3039891,7.049533900000001,6.590563199999999,6.553815699999999,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,gas pipeline,gas pipeline,0.268675,0.727559,0.687141,0.702593,0.754214,0.887735,1.02953,1.16271,1.2858,1.41343,1.5243,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,gas processing,biomass gasification,0.0,0.0,3.33779E-6,0.0,3.19565E-4,9.54949E-4,0.00179037,0.00290282,0.00438992,0.00578923,0.00793259,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,gas processing,coal gasification,0.00694534,0.0111121,0.00764052,0.00277857,0.00919136,0.0229202,0.0392898,0.0622142,0.0986356,0.13808,0.200969,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,BLASTFUR,2.71774E-4,2.17336E-4,3.04912E-5,2.26375E-5,3.347063038E-5,1.0417767876E-4,2.2766938949E-4,3.7333849591999997E-4,4.97065081E-4,6.094845814E-4,6.959072754999999E-4,0.0,0.0,0.0,MTC,
"current_policies,date=2021-12-10T11:26:06-07:00",Africa_Northern,iron and steel,EAF with DRI,0.166246,0.222155,0.196719,0.122424,0.144066,0.1787223,0.2109643,0.23844816000000002,0.2613655,0.2794797,0.2921491,0.0,0.0,0.0,MTC,
